,Index,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Carrier_Name
900260,3039735,2008,6,16,1,1819,1755,2135,1915,WN,15,N324SW,196,80,61,140,24,BWI,MHT,377,1,134,0,N,0,0,0,116,0,24,Southwest Airlines
699092,2285970,2008,4,27,7,1321,1300,1441,1425,AA,1216,N416AA,80,85,60,16,21,DFW,MEM,432,9,11,0,N,0,2,0,0,0,14,American Airlines
1036336,3473900,2008,6,25,3,1618,1525,54,2359,AA,20,N322AA,336,334,304,55,53,SFO,JFK,2586,11,21,0,N,0,53,0,2,0,0,American Airlines
790997,2621578,2008,5,6,2,1548,1518,1734,1700,UA,517,N531UA,226,222,205,34,30,IAD,DEN,1452,4,17,0,N,0,0,0,4,0,30,United Airlines
76512,243406,2008,1,20,7,1355,1300,1520,1426,UA,886,N809UA,85,86,53,54,55,SFO,LAX,337,8,24,0,N,0,0,0,1,0,53,United Airlines
14093,45696,2008,1,17,4,1641,1610,1837,1735,WN,3178,N340LV,176,145,137,62,31,BWI,STL,737,4,35,0,N,0,14,0,31,0,17,Southwest Airlines
79372,250445,2008,1,4,5,1833,1709,2201,2025,UA,1298,N568UA,148,136,106,96,84,LAX,DEN,862,9,33,0,N,0,0,0,12,0,84,United Airlines
957111,3216033,2008,6,10,2,103,2328,843,728,UA,56,N426UA,280,300,256,75,95,LAX,IAD,2288,10,14,0,N,0,0,0,0,0,75,United Airlines
378087,1190540,2008,3,7,5,1928,1845,2122,2050,WN,3951,N382SW,114,125,101,32,43,OAK,SEA,671,6,7,0,N,0,6,0,0,0,26,Southwest Airlines
856434,2900402,2008,5,23,5,1841,1735,2049,1935,AA,1541,N3AYAA,128,120,109,74,66,RDU,MIA,700,8,11,0,N,0,1,0,8,0,65,American Airlines
343135,1079664,2008,2,12,2,1850,1759,2138,2049,AA,1329,N585AA,168,170,143,49,51,LGA,MCO,950,7,18,0,N,0,0,19,0,0,30,American Airlines
261515,832613,2008,2,11,1,1249,1201,1438,1401,UA,741,N375UA,109,120,94,37,48,DEN,TUS,639,5,10,0,N,0,5,0,0,0,32,United Airlines
1040916,3485296,2008,6,15,7,2315,2040,211,2310,AA,629,N4WXAA,296,270,260,181,155,ORD,SJC,1829,3,33,0,N,0,36,0,125,0,20,American Airlines
858798,2907321,2008,5,2,5,2008,1930,2045,2005,AA,1801,N479AA,157,155,133,40,38,DFW,PHX,868,8,16,0,N,0,6,0,2,0,32,American Airlines
892970,3022166,2008,6,10,2,1240,1210,1435,1420,WN,3949,N762SW,115,130,97,15,30,SEA,SJC,697,3,15,0,N,0,0,0,0,0,15,Southwest Airlines
900097,3039378,2008,6,16,1,1526,1510,1643,1625,WN,1249,N603SW,137,135,115,18,16,AUS,DEN,775,8,14,0,N,0,8,0,2,0,8,Southwest Airlines
100035,321801,2008,1,30,3,1331,1210,1628,1515,DL,1898,N933DL,177,185,145,73,81,PBI,LGA,1035,9,23,0,N,0,0,0,73,0,0,Delta Airlines
535894,1680393,2008,3,7,5,2032,2010,2255,2230,AA,1087,N432AA,143,140,123,25,22,ORD,MSY,837,5,15,0,N,0,22,0,3,0,0,American Airlines
692280,2263737,2008,4,30,3,256,2130,1123,535,AA,246,N5DKAA,327,305,302,348,326,KOA,LAX,2504,9,16,0,N,0,0,0,22,0,326,American Airlines
153374,500137,2008,1,18,5,653,600,1123,1035,AA,1150,N615AA,150,155,126,48,53,LAS,DFW,1055,10,14,0,N,0,48,0,0,0,0,American Airlines
982902,3294080,2008,6,1,7,902,730,1024,840,WN,1041,N421LV,82,70,54,104,92,HOU,JAN,359,19,9,0,N,0,92,0,12,0,0,Southwest Airlines
541825,1696983,2008,3,19,3,2342,2020,310,2330,AA,1709,N3ABAA,208,190,175,220,202,LGA,MIA,1097,6,27,0,N,0,0,7,18,0,195,American Airlines
908096,3059664,2008,6,22,7,1251,1225,1543,1520,WN,263,N246LV,172,175,153,23,26,BDL,MCO,1050,8,11,0,N,0,2,0,0,0,21,Southwest Airlines
372466,1173162,2008,2,13,3,2056,2000,2311,2241,DL,529,N683DA,135,161,105,30,56,LGA,ATL,761,6,24,0,N,0,0,0,0,0,30,Delta Airlines
372497,1173235,2008,2,13,3,1858,1815,2220,2141,DL,657,N912DL,202,206,177,39,43,BOS,MCO,1121,4,21,0,N,0,0,0,0,0,39,Delta Airlines
149738,490218,2008,1,18,5,2029,2010,28,5,AA,681,N635AA,179,175,158,23,19,ORD,MIA,1197,7,14,0,N,0,0,0,16,0,7,American Airlines
536327,1681540,2008,3,17,1,948,930,1246,1220,AA,1124,N3AVAA,178,170,154,26,18,MIA,LGA,1097,14,10,0,N,0,18,0,8,0,0,American Airlines
846949,2872453,2008,5,19,1,942,730,1240,1035,AA,392,N446AA,118,125,98,125,132,ORD,LGA,733,5,15,0,N,0,125,0,0,0,0,American Airlines
1040895,3485254,2008,6,3,2,1552,1505,1702,1605,AA,627,N466AA,130,120,112,57,47,DFW,DEN,641,7,11,0,N,0,24,0,10,0,23,American Airlines
586272,1825335,2008,4,13,7,738,700,1329,1245,WN,487,N751SW,231,225,220,44,38,SAN,MDW,1728,4,7,0,N,0,38,0,6,0,0,Southwest Airlines
551208,1726581,2008,3,4,2,1849,1710,2047,1836,B6,43,N629JB,118,86,71,131,99,ROC,JFK,264,7,40,0,N,0,0,0,90,0,41,JetBlue Airways
355320,1117914,2008,2,1,5,1244,1045,2135,1911,B6,352,N643JB,351,326,298,144,119,BUR,JFK,2465,12,41,0,N,0,0,0,138,0,6,JetBlue Airways
258388,824179,2008,2,29,5,1837,1823,2046,2022,UA,453,N383UA,129,119,101,24,14,DEN,BOI,649,3,25,0,N,0,9,0,10,0,5,United Airlines
157364,511694,2008,1,13,7,1359,1225,1501,1330,AA,1560,N441AA,62,65,44,91,94,DFW,IAH,224,4,14,0,N,0,91,0,0,0,0,American Airlines
336330,1061578,2008,2,5,2,2138,2110,2346,2300,AA,485,N298AA,128,110,107,46,28,ORD,TUL,585,6,15,0,N,0,28,0,18,0,0,American Airlines
186000,611485,2008,2,4,1,1738,1700,1844,1815,WN,1860,N366SW,66,75,49,29,38,OAK,LAX,337,5,12,0,N,0,9,0,0,0,20,Southwest Airlines
740674,2429332,2008,5,15,4,1541,1510,1745,1725,WN,2992,N634SW,124,135,112,20,31,LAS,PDX,762,3,9,0,N,0,20,0,0,0,0,Southwest Airlines
701187,2293418,2008,4,4,5,2048,2000,2,2330,AA,1488,N4YNAA,134,150,113,32,48,DFW,DTW,987,7,14,0,N,0,14,0,0,0,18,American Airlines
854329,2894401,2008,5,11,7,1533,1440,1653,1610,AA,1316,N475AA,80,90,68,43,53,MFE,DFW,468,7,5,0,N,0,0,0,0,0,43,American Airlines
589256,1839060,2008,4,17,4,1922,1855,2028,2010,WN,2628,N361SW,66,75,55,18,27,PVD,BWI,328,2,9,0,N,0,0,0,0,0,18,Southwest Airlines
340093,1071143,2008,2,13,3,1626,1530,1738,1700,AA,1025,N245AA,72,90,60,38,56,ORD,MCI,403,2,10,0,N,0,12,0,0,0,26,American Airlines
187439,614246,2008,2,5,2,1555,1540,1709,1645,WN,2732,N484WN,74,65,52,24,15,LAX,LAS,236,13,9,0,N,0,0,0,9,0,15,Southwest Airlines
73032,234792,2008,1,8,2,1651,1318,1841,1503,UA,562,N336UA,110,105,91,218,213,SFO,PDX,550,3,16,0,N,0,47,0,5,0,166,United Airlines
709617,2323115,2008,4,25,5,1412,1344,1505,1430,AS,61,N763AS,53,46,35,35,28,CDV,ANC,160,9,9,0,N,0,0,0,7,28,0,Alaska Airlines
852117,2887683,2008,5,27,2,1843,1705,1952,1810,AA,1091,N558AA,189,185,170,102,98,DFW,SAN,1171,3,16,0,N,0,0,39,4,0,59,American Airlines
378568,1191519,2008,3,7,5,1249,1210,1400,1330,WN,3073,N632SW,71,80,57,30,39,SMF,LAX,373,7,7,0,N,0,6,0,0,0,24,Southwest Airlines
165075,535278,2008,1,5,6,2050,1958,2318,2214,AS,504,N607AS,148,136,124,64,52,PDX,SAN,933,2,22,0,N,0,52,0,12,0,0,Alaska Airlines
199962,645606,2008,2,14,4,1850,1725,2001,1840,WN,285,N646SW,71,75,60,81,85,SMF,ONT,389,3,8,0,N,0,1,0,0,0,80,Southwest Airlines
259319,826811,2008,2,11,1,1830,1800,2026,1954,UA,545,N814UA,176,174,148,32,30,BOS,ORD,867,12,16,0,N,0,0,0,32,0,0,United Airlines
631124,2014877,2008,4,16,3,1423,1405,1802,1740,UA,356,N569UA,159,155,135,22,18,SEA,DEN,1024,8,16,0,N,0,0,0,4,0,18,United Airlines
337699,1065446,2008,2,27,3,1256,1210,1510,1415,AA,673,N3CVAA,134,125,111,55,46,RDU,MIA,700,12,11,0,N,0,0,0,9,0,46,American Airlines
964765,3234393,2008,6,16,1,1117,1041,1248,1144,UA,611,N326UA,151,123,103,64,36,DCA,ORD,612,8,40,0,N,0,0,0,64,0,0,United Airlines
639783,2042842,2008,4,13,7,1300,1125,1554,1424,UA,1626,N476UA,114,119,82,90,95,LAS,DEN,629,12,20,0,N,0,0,0,0,0,90,United Airlines
450227,1405504,2008,3,1,6,706,700,820,802,UA,283,N454UA,134,122,106,18,6,ATL,ORD,606,11,17,0,N,0,0,0,18,0,0,United Airlines
882698,2997195,2008,6,3,2,2016,1935,2129,2050,WN,2618,N908WN,73,75,61,39,41,LAX,SMF,373,4,8,0,N,0,0,0,0,0,39,Southwest Airlines
700755,2291833,2008,4,18,5,1450,1420,1929,1859,AA,1432,N441AA,219,219,186,30,30,DFW,EWR,1372,15,18,0,N,0,0,0,30,0,0,American Airlines
596368,1864458,2008,4,25,5,2318,2000,15,2055,WN,992,N903WN,117,115,87,200,198,IAD,MDW,577,20,10,0,N,0,0,193,2,0,5,Southwest Airlines
792832,2627627,2008,5,23,5,2138,2125,16,2350,UA,706,N383UA,98,85,80,26,13,DEN,OMA,472,3,15,0,N,0,9,0,13,0,4,United Airlines
91609,295952,2008,1,1,2,2130,2000,2229,2100,WN,55,N745SW,59,60,48,89,90,DAL,HOU,239,3,8,0,N,0,89,0,0,0,0,Southwest Airlines
786194,2605404,2008,5,12,1,844,805,1743,1639,UA,6,N554UA,359,334,308,64,39,SFO,JFK,2586,15,36,0,N,0,0,0,64,0,0,United Airlines
634913,2026836,2008,4,6,7,2246,1955,105,2230,UA,724,N524UA,79,95,63,155,171,DEN,MCI,533,4,12,0,N,0,13,0,0,0,142,United Airlines
1039176,3481042,2008,6,19,4,838,715,1039,905,AA,444,N577AA,121,110,83,94,83,DFW,BNA,631,5,33,0,N,0,0,83,11,0,0,American Airlines
742952,2434424,2008,5,16,5,1219,1205,1840,1825,WN,798,N348SW,261,260,240,15,14,SEA,BNA,1977,6,15,0,N,0,13,0,1,0,1,Southwest Airlines
150982,493481,2008,1,17,4,2222,1920,31,2205,AA,827,N4YAAA,249,285,235,146,182,ORD,SJC,1829,3,11,0,N,0,132,14,0,0,0,American Airlines
972320,3251988,2008,6,27,5,1522,1450,1714,1641,UA,1547,N448UA,232,231,196,33,32,ORD,LAS,1515,10,26,0,N,0,10,0,1,0,22,United Airlines
262669,835691,2008,2,5,2,937,850,1100,1021,UA,883,N346UA,143,151,119,39,47,PHL,ORD,678,10,14,0,N,0,39,0,0,0,0,United Airlines
880727,2987543,2008,5,11,7,1054,1025,1513,1435,DL,1728,N908DA,199,190,182,38,29,SLC,ORD,1249,5,12,0,N,0,0,0,38,0,0,Delta Airlines
752014,2459084,2008,5,24,6,1914,1845,1910,1855,WN,126,N364SW,56,70,42,15,29,DTW,MDW,229,3,11,0,N,0,0,0,0,0,15,Southwest Airlines
701650,2294837,2008,4,20,7,1144,1045,1720,1700,AA,1544,N4XUAA,216,255,202,20,59,SFO,ORD,1846,4,10,0,N,0,15,0,0,0,5,American Airlines
904310,3050395,2008,6,19,4,1034,950,1325,1130,WN,1843,N455WN,171,100,94,115,44,DAL,STL,546,6,71,0,N,0,0,8,71,0,36,Southwest Airlines
356871,1123609,2008,2,12,2,1943,1925,2250,2234,B6,456,N554JB,187,189,168,16,18,FLL,BOS,1237,6,13,0,N,0,9,0,0,0,7,JetBlue Airways
94938,301398,2008,1,2,3,1350,1310,1507,1430,WN,73,N379SW,77,80,61,37,40,SMF,LAX,373,6,10,0,N,0,12,0,0,0,25,Southwest Airlines
726955,2379726,2008,4,9,3,1927,1845,2249,2157,DL,1682,N969DL,202,192,171,52,42,BOS,TPA,1185,5,26,0,N,0,0,0,14,0,38,Delta Airlines
916162,3079889,2008,6,27,5,2008,1940,2128,2105,WN,1967,N419WN,80,85,67,23,28,SMF,PDX,479,4,9,0,N,0,23,0,0,0,0,Southwest Airlines
459654,1434435,2008,3,8,6,1055,1041,1439,1414,UA,1530,N484UA,164,153,138,25,14,ORD,MCO,1005,7,19,0,N,0,0,14,11,0,0,United Airlines
29668,91913,2008,1,31,4,1244,1215,1440,1425,WN,1362,N717SA,56,70,41,15,29,LAS,PHX,256,4,11,0,N,0,0,0,15,0,0,Southwest Airlines
906757,3056175,2008,6,20,5,2118,2050,2216,2150,WN,891,N778SW,58,60,47,26,28,SJC,BUR,296,3,8,0,N,0,2,0,0,0,24,Southwest Airlines
261333,832121,2008,2,28,4,1207,1115,1326,1254,UA,721,N573UA,139,159,125,32,52,DEN,SFO,967,3,11,0,N,0,28,0,0,0,4,United Airlines
169527,549424,2008,1,6,7,2106,2025,2356,2320,B6,319,N568JB,350,355,333,36,41,IAD,OAK,2408,5,12,0,N,0,32,0,0,0,4,JetBlue Airways
985912,3304972,2008,6,23,1,1227,1145,1449,1343,DL,1819,N934DL,142,118,106,66,42,DTW,ATL,594,6,30,0,N,0,42,0,24,0,0,Delta Airlines
277969,886524,2008,2,1,5,1719,1650,1918,1845,WN,2885,N467WN,59,55,31,33,29,MDW,IND,162,10,18,0,N,0,26,0,4,0,3,Southwest Airlines
372286,1172513,2008,2,12,2,1803,1735,1955,1929,DL,1436,N6713Y,112,114,80,26,28,PBI,ATL,545,14,18,0,N,0,0,0,0,0,26,Delta Airlines
901118,3041735,2008,6,16,1,2029,1740,233,5,WN,808,N232WN,184,205,171,148,169,PHX,IND,1489,6,7,0,N,0,130,0,0,0,18,Southwest Airlines
630947,2014265,2008,4,9,3,932,755,1031,905,UA,341,N331UA,119,130,106,86,97,RIC,ORD,642,5,8,0,N,0,86,0,0,0,0,United Airlines
703570,2301334,2008,4,26,6,2037,1930,2109,2005,AA,1801,N427AA,152,155,127,64,67,DFW,PHX,868,5,20,0,N,0,39,0,0,0,25,American Airlines
854783,2895721,2008,5,27,2,2126,1715,11,2000,AA,1366,N581AA,105,105,77,251,251,COS,DFW,592,17,11,0,N,0,0,0,0,0,251,American Airlines
961274,3226036,2008,6,26,4,1726,1432,1903,1611,UA,367,N307UA,157,159,138,172,174,DEN,PDX,992,3,16,0,N,0,146,0,0,0,26,United Airlines
628523,2006602,2008,4,2,3,1840,1740,2003,1908,UA,72,N814UA,83,88,64,55,60,SFO,SNA,372,6,13,0,N,0,0,0,0,0,55,United Airlines
704379,2303834,2008,4,19,6,1955,1805,2341,2205,AA,1904,N629AA,166,180,135,96,110,ORD,MIA,1197,11,20,0,N,0,96,0,0,0,0,American Airlines
856641,2900919,2008,5,19,1,1850,1725,2150,2035,AA,1559,N618AA,180,190,154,75,85,LGA,MIA,1097,8,18,0,N,0,13,0,0,0,62,American Airlines
651394,2093976,2008,4,20,7,1931,1900,2254,2209,DL,1885,N907DE,203,189,144,45,31,LGA,FLL,1076,6,53,0,N,0,0,0,14,0,31,Delta Airlines
959349,3221716,2008,6,2,1,858,730,1721,1543,UA,240,N838UA,323,313,289,98,88,SJC,IAD,2400,17,17,0,N,0,88,0,10,0,0,United Airlines
553993,1735034,2008,3,19,3,1936,1735,2320,2125,B6,173,N593JB,404,410,383,115,121,JFK,SJC,2569,6,15,0,N,0,0,0,0,0,115,JetBlue Airways
389287,1218046,2008,3,16,7,1810,1710,1947,1800,WN,1684,N343SW,97,50,32,107,60,AUS,HOU,148,6,59,0,N,0,16,0,47,0,44,Southwest Airlines
858164,2905627,2008,5,11,7,48,2355,619,550,AA,1740,N620AA,211,235,190,29,53,LAX,ORD,1745,5,16,0,N,0,4,0,0,0,25,American Airlines
697792,2281421,2008,4,6,7,1940,1855,2311,2215,AA,1060,N545AA,151,140,126,56,45,STL,LGA,887,14,11,0,N,0,0,0,56,0,0,American Airlines
853124,2890823,2008,5,6,2,1258,1225,1631,1610,AA,1198,N469AA,153,165,141,21,33,AUS,RDU,1162,4,8,0,N,0,21,0,0,0,0,American Airlines
633401,2022153,2008,4,23,3,1540,1530,1805,1750,UA,575,N437UA,265,260,241,15,10,ORD,SEA,1721,6,18,0,N,0,10,0,5,0,0,United Airlines
410315,1267161,2008,3,30,7,2153,2005,2219,2035,WN,3862,N310SW,86,90,71,104,108,RDU,BNA,443,6,9,0,N,0,4,0,0,0,100,Southwest Airlines
567519,1769963,2008,3,1,6,1904,1840,2159,2140,DL,1018,N912DN,115,120,94,19,24,SAN,SLC,626,8,13,0,N,0,0,0,0,0,19,Delta Airlines
962231,3228214,2008,6,29,7,2236,2126,16,2303,UA,423,N431UA,160,157,139,73,70,DEN,SFO,967,5,16,0,N,0,15,0,3,0,55,United Airlines
375961,1185765,2008,3,6,4,1150,1130,1421,1400,WN,1092,N347SW,91,90,81,21,20,ELP,DAL,562,4,6,0,N,0,12,0,1,0,8,Southwest Airlines
530176,1664998,2008,3,3,1,2143,2125,2334,2255,AA,371,N577AA,171,150,131,39,18,LGA,ORD,733,5,35,0,N,0,0,0,21,0,18,American Airlines
152701,498170,2008,1,8,2,2210,2010,33,2230,AA,1087,N251AA,143,140,118,123,120,ORD,MSY,837,3,22,0,N,0,75,0,3,0,45,American Airlines
532015,1670282,2008,3,3,1,1401,1325,2003,1929,AA,580,N4XRAA,242,244,217,34,36,SAN,ORD,1723,13,12,0,N,0,0,0,12,0,22,American Airlines
282598,901374,2008,2,23,6,1638,1620,1857,1838,DL,1450,N973DL,79,78,63,19,18,GPT,ATL,352,7,9,0,N,0,18,0,1,0,0,Delta Airlines
348213,1093502,2008,2,21,4,1011,945,1133,1115,AA,1915,N574AA,82,90,55,18,26,SFO,LAX,337,17,10,0,N,0,0,0,0,0,18,American Airlines
577184,1798688,2008,4,5,6,1858,1805,2007,1915,WN,2938,N748SW,69,70,53,52,53,RNO,LAS,345,6,10,0,N,0,0,0,0,0,52,Southwest Airlines
147065,482592,2008,1,28,1,1427,1325,1720,1630,AA,368,N496AA,113,125,94,50,62,ORD,LGA,733,8,11,0,N,0,6,0,0,0,44,American Airlines
970877,3248032,2008,6,26,4,1707,1648,1822,1758,UA,1243,N313UA,135,130,103,24,19,RIC,ORD,642,8,24,0,N,0,0,0,13,0,11,United Airlines
193371,629571,2008,2,10,7,1706,1640,1840,1755,WN,3145,N374SW,94,75,58,45,26,CLE,BWI,314,2,34,0,N,0,12,0,19,0,14,Southwest Airlines
729917,2392739,2008,5,4,7,1242,1230,1355,1340,WN,3571,N375SW,73,70,60,15,12,MSY,HOU,303,6,7,0,N,0,8,0,3,0,4,Southwest Airlines
901799,3043379,2008,6,17,2,1439,1430,1622,1530,WN,31,N249WN,103,60,44,52,9,DAL,HOU,239,6,53,0,N,0,0,2,43,0,7,Southwest Airlines
636099,2030870,2008,4,1,2,1750,1720,2058,2019,UA,896,N805UA,128,119,95,39,30,ORD,ATL,606,12,21,0,N,0,17,0,9,0,13,United Airlines
9277,22051,2008,1,9,3,2041,2015,2130,2110,WN,773,N601WN,49,55,37,20,26,TPA,FLL,197,4,8,0,N,0,0,0,0,0,20,Southwest Airlines
542504,1698940,2008,3,18,2,1333,1005,1449,1125,AA,1779,N3BVAA,196,200,165,204,208,DFW,SNA,1205,6,25,0,N,0,0,156,0,0,48,American Airlines
728702,2386024,2008,4,14,1,705,600,837,722,DL,1875,N676DL,92,82,68,75,65,RDU,ATL,356,10,14,0,N,0,65,0,10,0,0,Delta Airlines
726575,2378040,2008,4,8,2,1533,1505,1854,1825,DL,1092,N920DL,201,200,170,29,28,FLL,BOS,1237,11,20,0,N,0,19,0,1,0,9,Delta Airlines
149298,489060,2008,1,9,3,1345,1305,1646,1615,AA,637,N3BMAA,181,190,157,31,40,LGA,MIA,1097,2,22,0,N,0,9,0,0,0,22,American Airlines
962448,3228732,2008,6,12,4,2106,1907,2326,2129,UA,442,N378UA,80,82,46,117,119,ORD,CLE,316,5,29,0,N,0,20,0,0,0,97,United Airlines
691886,2262603,2008,4,24,4,1516,1300,1727,1515,AA,86,N234AA,131,135,105,132,136,DFW,ORD,802,7,19,0,N,0,0,0,132,0,0,American Airlines
849667,2880504,2008,5,12,1,1149,1055,1735,1525,AA,720,N446AA,286,210,183,130,54,DFW,LGA,1389,8,95,0,N,0,0,0,130,0,0,American Airlines
97511,308917,2008,1,20,7,1516,1450,1658,1634,DL,1132,N905DL,102,104,74,24,26,ATL,IAD,533,7,21,0,N,0,24,0,0,0,0,Delta Airlines
707163,2312568,2008,4,8,2,2038,1855,2208,2010,AA,2473,N3AKAA,210,195,175,118,103,DFW,LAX,1235,17,18,0,N,0,26,0,15,0,77,American Airlines
855136,2896756,2008,5,11,7,2315,2255,11,2350,AA,1410,N278AA,56,55,35,21,20,DFW,TUL,237,7,14,0,N,0,20,0,1,0,0,American Airlines
796246,2638161,2008,5,16,5,1812,1645,1932,1755,UA,1243,N349UA,140,130,116,97,87,RIC,ORD,642,7,17,0,N,0,0,0,10,0,87,United Airlines
724256,2372861,2008,4,4,5,1156,1100,1524,1328,DL,686,N940DL,208,148,130,116,56,ATL,BOS,946,8,70,0,N,0,2,0,60,0,54,Delta Airlines
383572,1205472,2008,3,12,3,1854,1720,2019,1900,WN,40,N332SW,85,100,75,79,94,DAL,STL,546,3,7,0,N,0,14,0,0,0,65,Southwest Airlines
166836,541487,2008,1,20,7,2002,1952,2053,2037,AS,153,N772AS,51,45,39,16,10,OTZ,OME,183,4,8,0,N,0,0,10,6,0,0,Alaska Airlines
338515,1067335,2008,2,15,5,1614,1515,1956,1820,AA,753,N3CNAA,282,245,226,96,59,LGA,DFW,1389,11,45,0,N,0,0,0,39,0,57,American Airlines
471832,1481000,2008,3,2,7,1945,1935,2044,2020,WN,534,N310SW,119,105,98,24,10,MCI,DEN,533,13,8,0,N,0,5,0,14,0,5,Southwest Airlines
167798,544780,2008,1,28,1,1754,1730,1941,1907,AS,153,N762AS,107,97,79,34,24,ANC,OTZ,549,7,21,0,N,0,0,24,10,0,0,Alaska Airlines
537544,1685082,2008,3,19,3,1417,1350,1752,1725,AA,1246,N628AA,155,155,134,27,27,DFW,MIA,1121,7,14,0,N,0,27,0,0,0,0,American Airlines
551639,1728003,2008,3,7,5,1902,1700,2112,1930,B6,616,N635JB,130,150,98,102,122,JAX,JFK,829,14,18,0,N,0,0,0,98,0,4,JetBlue Airways
855742,2898579,2008,5,8,4,936,840,1059,1000,AA,1468,N508AA,83,80,62,59,56,DFW,MEM,432,5,16,0,N,0,0,0,3,0,56,American Airlines
339539,1069792,2008,2,8,5,1448,1425,1705,1644,AA,886,N3AXAA,137,139,109,21,23,DFW,MSP,852,6,22,0,N,0,17,0,0,0,4,American Airlines
161492,523180,2008,1,1,2,1025,1005,1331,1315,AA,2062,N346AA,186,190,155,16,20,MIA,BOS,1258,11,20,0,N,0,16,0,0,0,0,American Airlines
347423,1091342,2008,2,14,4,917,900,1315,1250,AA,1823,N208AA,178,170,156,25,17,ORD,PBI,1144,6,16,0,N,0,9,0,8,0,8,American Airlines
532066,1670428,2008,3,4,2,2301,1850,203,2200,AA,586,N5FJAA,242,250,225,243,251,SJU,EWR,1608,7,10,0,N,0,50,0,0,0,193,American Airlines
590559,1843226,2008,4,18,5,2215,2155,2307,2250,WN,2030,N685SW,52,55,41,17,20,STL,MDW,251,4,7,0,N,0,1,0,0,0,16,Southwest Airlines
570847,1780306,2008,3,9,7,1449,1420,1615,1540,DL,1179,N662DN,86,80,63,35,29,ATL,TPA,406,4,19,0,N,0,29,0,6,0,0,Delta Airlines
358848,1128899,2008,2,21,4,1658,1555,1851,1745,B6,1107,N236JB,113,110,77,66,63,JFK,RDU,426,4,32,0,N,0,15,0,3,0,48,JetBlue Airways
450040,1404995,2008,3,5,3,1458,1325,1710,1543,UA,266,N934UA,72,78,56,87,93,DEN,ICT,419,3,13,0,N,0,0,0,0,0,87,United Airlines
263447,837649,2008,2,5,2,1909,1640,2151,1927,UA,967,N415UA,342,347,319,144,149,IAD,LAX,2288,4,19,0,N,0,144,0,0,0,0,United Airlines
450779,1407178,2008,3,2,7,1216,1133,1530,1324,UA,339,N548UA,254,171,151,126,43,DEN,SEA,1024,4,99,0,N,0,0,0,90,0,36,United Airlines
26672,81075,2008,1,28,1,1810,1655,2121,2020,WN,2374,N619SW,131,145,117,61,75,DEN,BNA,1013,5,9,0,N,0,0,0,0,0,61,Southwest Airlines
750185,2455041,2008,5,23,5,1250,1200,1505,1420,WN,701,N400WN,315,320,304,45,50,ALB,LAS,2237,3,8,0,N,0,4,0,0,0,41,Southwest Airlines
352352,1106888,2008,2,3,7,1804,1525,1850,1618,AS,66,N799AS,46,53,30,152,159,ANC,CDV,160,4,12,0,N,0,0,0,0,0,152,Alaska Airlines
884385,3001792,2008,6,4,3,1355,1225,1507,1345,WN,1591,N755SA,72,80,58,82,90,PVD,PHL,238,5,9,0,N,0,0,0,58,0,24,Southwest Airlines
15848,49611,2008,1,18,5,1427,1400,1536,1515,WN,1462,N798SW,69,75,56,21,27,HOU,OKC,419,3,10,0,N,0,2,0,0,0,19,Southwest Airlines
18202,57868,2008,1,21,1,941,935,1226,1205,WN,1296,N403WN,285,270,271,21,6,BNA,SAN,1751,3,11,0,N,0,6,0,15,0,0,Southwest Airlines
961286,3226062,2008,6,26,4,2032,1955,2259,2226,UA,368,N924UA,87,91,65,33,37,DEN,FSD,483,3,19,0,N,0,33,0,0,0,0,United Airlines
276946,884859,2008,2,1,5,1641,1525,1810,1655,WN,966,N686SW,149,150,131,75,76,BDL,MDW,777,6,12,0,N,0,20,0,0,0,55,Southwest Airlines
850039,2881452,2008,5,14,3,1415,1345,1846,1805,AA,762,N557AA,151,140,119,41,30,PHX,DFW,868,16,16,0,N,0,0,0,11,0,30,American Airlines
700491,2290893,2008,4,8,2,939,845,1117,1010,AA,1397,N579AA,158,145,127,67,54,ATL,DFW,732,18,13,0,N,0,54,0,13,0,0,American Airlines
548740,1717949,2008,3,16,7,1618,1607,1847,1805,AS,437,N975AS,209,178,161,42,11,DEN,SEA,1024,8,40,0,N,0,0,5,31,0,6,Alaska Airlines
160998,521766,2008,1,11,5,934,925,1125,1110,AA,1991,N232AA,231,225,213,15,9,DFW,OAK,1456,5,13,0,N,0,9,0,6,0,0,American Airlines
5513,9783,2008,1,6,7,1537,1505,1713,1635,WN,280,N708SA,96,90,78,38,32,LAS,OAK,407,4,14,0,N,0,0,0,7,0,31,Southwest Airlines
473322,1485446,2008,3,19,3,1646,1610,1858,1802,DL,1484,N642DL,132,112,102,56,36,PBI,ATL,545,11,19,0,N,0,0,0,44,0,12,Delta Airlines
186850,612959,2008,2,5,2,1600,1520,1725,1655,WN,1295,N662SW,145,155,133,30,40,AUS,PHX,872,4,8,0,N,0,1,0,0,0,29,Southwest Airlines
266846,847014,2008,2,16,6,1604,1451,1802,1646,UA,1604,N498UA,178,175,164,76,73,MSY,DEN,1062,4,10,0,N,0,0,0,7,0,69,United Airlines
